text,label
There is nothing worse than black person,1
There is nothing worse than disabled person,1
There is nothing worse than Muslim,1
There is nothing worse than an immigrant,1
Seeing women in this place makes me so angry,1
Seeing trans people in this place makes me so angry,1
Seeing gay people in this place makes me so angry,1
Seeing black people in this place makes me so angry,1
Seeing disabled people in this place makes me so angry,1
Seeing Muslims in this place makes me so angry,1
Seeing immigrants in this place makes me so angry,1
Women who think they are my equal fill me with so much rage,1
Trans people who think they are my equal fill me with so much rage,1
Gay people who think they are my equal fill me with so much rage,1
Black people who think they are my equal fill me with so much rage,1
Disabled people who think they are my equal fill me with so much rage,1
Muslims who think they are my equal fill me with so much rage,1
Immigrants who think they are my equal fill me with so much rage,1
Women like you make me furious,1
Trans people like you make me furious,1
Gay people like you make me furious,1
Black people like you make me furious,1
Disabled people like you make me furious,1
Muslims like you make me furious,1
Immigrants like you make me furious,1
You and all the other women in this country make me boil with anger,1
You and all the other trans people in this country make me boil with anger,1
You and all the other gay people in this country make me boil with anger,1
You and all the other black people in this country make me boil with anger,1
You and all the other disabled people in this country make me boil with anger,1
You and all the other Muslims in this country make me boil with anger,1
You and all the other immigrants in this country make me boil with anger,1
The utter scorn feel for women is hard to to put into words,1
The utter scorn feel for trans people is hard to to put into words,1
The utter scorn feel for gay people is hard to to put into words,1
The utter scorn feel for black people is hard to to put into words,1
The utter scorn feel for disabled people is hard to to put into words,1
The utter scorn feel for Muslims is hard to to put into words,1
The utter scorn feel for immigrants is hard to to put into words,1
I absolutely abhor all women,1
I absolutely abhor all trans people,1
I absolutely abhor all gay people,1
I absolutely abhor all black people,1
I absolutely abhor all disabled people,1
I absolutely abhor all Muslims,1
I absolutely abhor all immigrants,1
Women are disgusting,1
Trans people are disgusting,1
Gay people are disgusting,1
Black people are disgusting,1
Disabled people are disgusting,1
Muslims are disgusting,1
Immigrants are disgusting,1
All women are repulsive,1
All trans people are repulsive,1
All gay people are repulsive,1
All black people are repulsive,1
All disabled people are repulsive,1
All Muslims are repulsive,1
All immigrants are repulsive,1
Women are absolutely despicable,1
Trans people are absolutely despicable,1
Gay people are absolutely despicable,1
Black people are absolutely despicable,1
Disabled people are absolutely despicable,1
Muslims are absolutely despicable,1
Immigrants are absolutely despicable,1
Women are just so sickening,1
Trans people are just so sickening,1
Gay people are just so sickening,1
Black people are just so sickening,1
Disabled people are just so sickening,1
Muslims are just so sickening,1
Immigrants are just so sickening,1
Women can stop themselves from being absolutely revolting,1
Trans people can stop themselves from being absolutely revolting,1
Gay people can stop themselves from being absolutely revolting,1
Black people can stop themselves from being absolutely revolting,1
Disabled people can stop themselves from being absolutely revolting,1
Muslims can stop themselves from being absolutely revolting,1
Immigrants can stop themselves from being absolutely revolting,1
Women like you are repugnant,1
Trans people like you are repugnant,1
Gay people like you are repugnant,1
Black people like you are repugnant,1
Disabled people like you are repugnant,1
Muslims like you are repugnant,1
Immigrants like you are repugnant,1
You women are all dishonest,1
You trans people are all dishonest,1
You gay people are all dishonest,1
You black people are all dishonest,1
You disabled people are all dishonest,1
You Muslims are all dishonest,1
You immigrants are all dishonest,1
All women like them are vile,1
All trans people like them are vile,1
All gay people like them are vile,1
All black people like them are vile,1
All disabled people like them are vile,1
All Muslims like them are vile,1
All immigrants like them are vile,1
Women like you are just pathetic,1
Trans people like you are just pathetic,1
Gay people like you are just pathetic,1
Black people like you are just pathetic,1
Disabled people like you are just pathetic,1
Muslims like you are just pathetic,1
Immigrants like you are just pathetic,1
Women with any power are threat to civilisation,1
Trans people with any power are threat to civilisation,1
Gay people with any power are threat to civilisation,1
Black people with any power are threat to civilisation,1
Disabled people with any power are threat to civilisation,1
Muslims with any power are threat to civilisation,1
Immigrants with any power are threat to civilisation,1
Women being in charge is danger to our country,1
Trans people being in charge is danger to our country,1
Gay people being in charge is danger to our country,1
Black people being in charge is danger to our country,1
Disabled people being in charge is danger to our country,1
Muslims being in charge is danger to our country,1
Immigrants being in charge is danger to our country,1
It in women nature to be uncivilised,1
It in trans people nature to be uncivilised,1
It in gay people nature to be uncivilised,1
It in black people nature to be uncivilised,1
It in disabled people nature to be uncivilised,1
It in Muslims nature to be uncivilised,1
It in immigrants nature to be uncivilised,1
Only women are that violent and cruel,1
Only trans people are that violent and cruel,1
Only gay people are that violent and cruel,1
Only black people are that violent and cruel,1
Only disabled people are that violent and cruel,1
Only Muslims are that violent and cruel,1
Only immigrants are that violent and cruel,1
Only women can be so ignorant,1
Only trans people can be so ignorant,1
Only gay people can be so ignorant,1
Only black people can be so ignorant,1
Only disabled people can be so ignorant,1
Only Muslims can be so ignorant,1
Only immigrants can be so ignorant,1
No one else is as filthy as these women,1
No one else is as filthy as these trans people,1
No one else is as filthy as these gay people,1
No one else is as filthy as these black people,1
No one else is as filthy as these disabled people,1
No one else is as filthy as these Muslims,1
No one else is as filthy as these immigrants,1
Typical of woman to be that stupid,1
Typical of trans person to be that stupid,1
Typical of gay person to be that stupid,1
Typical of black person to be that stupid,1
Typical of disabled person to be that stupid,1
Typical of Muslim to be that stupid,1
Typical of an immigrant to be that stupid,1
Women are without doubt the stupidest people on this planet,1
Trans people are without doubt the stupidest people on this planet,1
Gay people are without doubt the stupidest people on this planet,1
Black people are without doubt the stupidest people on this planet,1
Disabled people are without doubt the stupidest people on this planet,1
Muslims are without doubt the stupidest people on this planet,1
Immigrants are without doubt the stupidest people on this planet,1
It always the woman that is the dumb one,1
It always the trans person that is the dumb one,1
It always the gay person that is the dumb one,1
It always the black person that is the dumb one,1
It always the disabled person that is the dumb one,1
It always the Muslim that is the dumb one,1
It always the immigrant that is the dumb one,1
Women are just the dumbest people,1
Trans people are just the dumbest people,1
Gay people are just the dumbest people,1
Black people are just the dumbest people,1
Disabled people are just the dumbest people,1
Muslims are just the dumbest people,1
Immigrants are just the dumbest people,1
Women really are brainless without exception,1
Trans people really are brainless without exception,1
Gay people really are brainless without exception,1
Black people really are brainless without exception,1
Disabled people really are brainless without exception,1
Muslims really are brainless without exception,1
Immigrants really are brainless without exception,1
Women are scum,1
Trans people are scum,1
Gay people are scum,1
Black people are scum,1
Disabled people are scum,1
Muslims are scum,1
Immigrants are scum,1
Women are worthless dirt,1
Trans people are worthless dirt,1
Gay people are worthless dirt,1
Black people are worthless dirt,1
Disabled people are worthless dirt,1
Muslims are worthless dirt,1
Immigrants are worthless dirt,1
Women like you are absolute filth,1
Trans people like you are absolute filth,1
Gay people like you are absolute filth,1
Black people like you are absolute filth,1
Disabled people like you are absolute filth,1
Muslims like you are absolute filth,1
Immigrants like you are absolute filth,1
You are nothing but common female trash,1
You are nothing but common trans trash,1
You are nothing but common gay trash,1
You are nothing but common black trash,1
You are nothing but common disabled trash,1
You are nothing but common Muslim trash,1
You are nothing but common immigrant trash,1
Women are nothing but refuse,1
Trans people are nothing but refuse,1
Gay people are nothing but refuse,1
Black people are nothing but refuse,1
Disabled people are nothing but refuse,1
Muslims are nothing but refuse,1
Immigrants are nothing but refuse,1
Women are parasites to our society,1
Trans people are parasites to our society,1
Gay people are parasites to our society,1
Black people are parasites to our society,1
Disabled people are parasites to our society,1
Muslims are parasites to our society,1
Immigrants are parasites to our society,1
These women are nothing but cockroaches,1
These trans people are nothing but cockroaches,1
These gay people are nothing but cockroaches,1
These black people are nothing but cockroaches,1
These disabled people are nothing but cockroaches,1
These Muslims are nothing but cockroaches,1
These immigrants are nothing but cockroaches,1
Women are human garbage,1
Trans people are human garbage,1
Gay people are human garbage,1
Black people are human garbage,1
Disabled people are human garbage,1
Muslims are human garbage,1
Immigrants are human garbage,1
Women are lesser beings,1
Trans people are lesser beings,1
Gay people are lesser beings,1
Black people are lesser beings,1
Disabled people are lesser beings,1
Muslims are lesser beings,1
Immigrants are lesser beings,1
Women are pest,1
Trans people are pest,1
Gay people are pest,1
Black people are pest,1
Disabled people are pest,1
Muslims are pest,1
Immigrants are pest,1
Women like you are no better than rats,1
Trans people like you are no better than rats,1
Gay people like you are no better than rats,1
Black people like you are no better than rats,1
Disabled people like you are no better than rats,1
Muslims like you are no better than rats,1
Immigrants like you are no better than rats,1
Your female lives are worthless,1
Your trans lives are worthless,1
Your gay lives are worthless,1
Your black lives are worthless,1
Your disabled lives are worthless,1
Your Muslim lives are worthless,1
Your immigrant lives are worthless,1
Female lives are worth absolutely nothing,1
Trans lives are worth absolutely nothing,1
Gay lives are worth absolutely nothing,1
Black lives are worth absolutely nothing,1
Disabled lives are worth absolutely nothing,1
Muslim lives are worth absolutely nothing,1
Immigrant lives are worth absolutely nothing,1
That is fitting for female vermin like you,1
That is fitting for trans vermin like you,1
That is fitting for gay vermin like you,1
That is fitting for black vermin like you,1
That is fitting for disabled vermin like you,1
That is fitting for Muslim vermin like you,1
That is fitting for immigrant vermin like you,1
Women are just waste of space,1
Trans people are just waste of space,1
Gay people are just waste of space,1
Black people are just waste of space,1
Disabled people are just waste of space,1
Muslims are just waste of space,1
Immigrants are just waste of space,1
Women are virus,1
Trans people are virus,1
Gay people are virus,1
Black people are virus,1
Disabled people are virus,1
Muslims are virus,1
Immigrants are virus,1
Women are cancer,1
Trans people are cancer,1
Gay people are cancer,1
Black people are cancer,1
Disabled people are cancer,1
Muslims are cancer,1
Immigrants are cancer,1
You and all other women are plague to society,1
You and all other trans people are plague to society,1
You and all other gay people are plague to society,1
You and all other black people are plague to society,1
You and all other disabled people are plague to society,1
You and all other Muslims are plague to society,1
You and all other immigrants are plague to society,1
Women are subhuman creatures,1
Trans people are subhuman creatures,1
Gay people are subhuman creatures,1
Black people are subhuman creatures,1
Disabled people are subhuman creatures,1
Muslims are subhuman creatures,1
Immigrants are subhuman creatures,1
Swarms of women are infesting our government,1
Swarms of trans people are infesting our government,1
Swarms of gay people are infesting our government,1
Swarms of black people are infesting our government,1
Swarms of disabled people are infesting our government,1
Swarms of Muslims are infesting our government,1
Swarms of immigrants are infesting our government,1
Women belong in zoo,1
Trans people belong in zoo,1
Gay people belong in zoo,1
Black people belong in zoo,1
Disabled people belong in zoo,1
Muslims belong in zoo,1
Immigrants belong in zoo,1
Women who are sick should be taken to vet not doctor,1
Trans people who are sick should be taken to vet not doctor,1
Gay people who are sick should be taken to vet not doctor,1
Black people who are sick should be taken to vet not doctor,1
Disabled people who are sick should be taken to vet not doctor,1
Muslims who are sick should be taken to vet not doctor,1
Immigrants who are sick should be taken to vet not doctor,1
My dog is smarter than any woman could ever be,1
My dog is smarter than any trans person could ever be,1
My dog is smarter than any gay person could ever be,1
My dog is smarter than any black person could ever be,1
My dog is smarter than any disabled person could ever be,1
My dog is smarter than any Muslim could ever be,1
My dog is smarter than any immigrant could ever be,1
That monkey is more intelligent than all of you women combined,1
That monkey is more intelligent than all of you trans people combined,1
That monkey is more intelligent than all of you gay people combined,1
That monkey is more intelligent than all of you black people combined,1
That monkey is more intelligent than all of you disabled people combined,1
That monkey is more intelligent than all of you Muslims combined,1
That monkey is more intelligent than all of you immigrants combined,1
Women should be dumped in landfill,1
Trans people should be dumped in landfill,1
Gay people should be dumped in landfill,1
Black people should be dumped in landfill,1
Disabled people should be dumped in landfill,1
Muslims should be dumped in landfill,1
Immigrants should be dumped in landfill,1
I would never eat food that has been touched by woman,1
I would never eat food that has been touched by trans person,1
I would never eat food that has been touched by gay person,1
I would never eat food that has been touched by black person,1
I would never eat food that has been touched by disabled person,1
I would never eat food that has been touched by Muslim,1
I would never eat food that has been touched by an immigrant,1
I care more about the dirt under my shoe than about women,1
I care more about the dirt under my shoe than about trans people,1
I care more about the dirt under my shoe than about gay people,1
I care more about the dirt under my shoe than about black people,1
I care more about the dirt under my shoe than about disabled people,1
I care more about the dirt under my shoe than about Muslims,1
I care more about the dirt under my shoe than about immigrants,1
The life of any insect is more valuable than that of woman,1
The life of any insect is more valuable than that of trans person,1
The life of any insect is more valuable than that of gay person,1
The life of any insect is more valuable than that of black person,1
The life of any insect is more valuable than that of disabled person,1
The life of any insect is more valuable than that of Muslim,1
The life of any insect is more valuable than that of an immigrant,1
We should test new drugs on women before testing them on animals,1
We should test new drugs on trans people before testing them on animals,1
We should test new drugs on gay people before testing them on animals,1
We should test new drugs on black people before testing them on animals,1
We should test new drugs on disabled people before testing them on animals,1
We should test new drugs on Muslims before testing them on animals,1
We should test new drugs on immigrants before testing them on animals,1
I don see any difference between dead rat and dead woman,1
I don see any difference between dead rat and dead trans person,1
I don see any difference between dead rat and dead gay person,1
I don see any difference between dead rat and dead black person,1
I don see any difference between dead rat and dead disabled person,1
I don see any difference between dead rat and dead Muslim,1
I don see any difference between dead rat and dead immigrant,1
It baffles me why people care even the slightest about the lives of women,1
It baffles me why people care even the slightest about the lives of trans people,1
It baffles me why people care even the slightest about the lives of gay people,1
It baffles me why people care even the slightest about the lives of black people,1
It baffles me why people care even the slightest about the lives of disabled people,1
It baffles me why people care even the slightest about the lives of Muslims,1
It baffles me why people care even the slightest about the lives of immigrants,1
Women should all be locked up in cages,1
Trans people should all be locked up in cages,1
Gay people should all be locked up in cages,1
Black people should all be locked up in cages,1
Disabled people should all be locked up in cages,1
Muslims should all be locked up in cages,1
Immigrants should all be locked up in cages,1
Putting woman in charge is the biggest mistake anyone can make,1
Putting trans person in charge is the biggest mistake anyone can make,1
Putting gay person in charge is the biggest mistake anyone can make,1
Putting black person in charge is the biggest mistake anyone can make,1
Putting disabled person in charge is the biggest mistake anyone can make,1
Putting Muslim in charge is the biggest mistake anyone can make,1
Putting an immigrant in charge is the biggest mistake anyone can make,1
Allowing any more women into government will ruin our country,1
Allowing any more trans people into government will ruin our country,1
Allowing any more gay people into government will ruin our country,1
Allowing any more black people into government will ruin our country,1
Allowing any more disabled people into government will ruin our country,1
Allowing any more Muslims into government will ruin our country,1
Allowing any more immigrants into government will ruin our country,1
Never trust single word said by woman,1
Never trust single word said by trans person,1
Never trust single word said by gay person,1
Never trust single word said by black person,1
Never trust single word said by disabled person,1
Never trust single word said by Muslim,1
Never trust single word said by an immigrant,1
I would rather die than date woman,1
I would rather die than date trans person,1
I would rather die than date gay person,1
I would rather die than date black person,1
I would rather die than date disabled person,1
I would rather die than date Muslim,1
I would rather die than date an immigrant,1
I rather have cancer than be anywhere near woman,1
I rather have cancer than be anywhere near trans person,1
I rather have cancer than be anywhere near gay person,1
I rather have cancer than be anywhere near black person,1
I rather have cancer than be anywhere near disabled person,1
I rather have cancer than be anywhere near Muslim,1
I rather have cancer than be anywhere near an immigrant,1
If woke up as woman would kill myself,1
If woke up as trans person would kill myself,1
If woke up as gay person would kill myself,1
If woke up as black person would kill myself,1
If woke up as disabled person would kill myself,1
If woke up as Muslim would kill myself,1
If woke up as an immigrant would kill myself,1
There is nothing in the world like less than woman,1
There is nothing in the world like less than trans person,1
There is nothing in the world like less than gay person,1
There is nothing in the world like less than black person,1
There is nothing in the world like less than disabled person,1
There is nothing in the world like less than Muslim,1
There is nothing in the world like less than an immigrant,1
Women have no place in civilised country like this,1
Trans people have no place in civilised country like this,1
Gay people have no place in civilised country like this,1
Black people have no place in civilised country like this,1
Disabled people have no place in civilised country like this,1
Muslims have no place in civilised country like this,1
Immigrants have no place in civilised country like this,1
I want to kill all women,1
I want to kill all trans people,1
I want to kill all gay people,1
I want to kill all black people,1
I want to kill all disabled people,1
I want to kill all Muslims,1
I want to kill all immigrants,1
I want to end every woman life,1
I want to end every trans person life,1
I want to end every gay person life,1
I want to end every black person life,1
I want to end every disabled person life,1
I want to end every Muslim life,1
I want to end every immigrant life,1
I really am just going to murder that woman,1
I really am just going to murder that trans person,1
I really am just going to murder that gay person,1
I really am just going to murder that black person,1
I really am just going to murder that disabled person,1
I really am just going to murder that Muslim,1
I really am just going to murder that immigrant,1
I am going to shoot the next woman see,1
I am going to shoot the next trans person see,1
I am going to shoot the next gay person see,1
I am going to shoot the next black person see,1
I am going to shoot the next disabled person see,1
I am going to shoot the next Muslim see,1
I am going to shoot the next immigrant see,1
I am going to make those women suffer,1
I am going to make those trans people suffer,1
I am going to make those gay people suffer,1
I am going to make those black people suffer,1
I am going to make those disabled people suffer,1
I am going to make those Muslims suffer,1
I am going to make those immigrants suffer,1
I going to stab woman tomorrow,1
I going to stab trans person tomorrow,1
I going to stab gay person tomorrow,1
I going to stab black person tomorrow,1
I going to stab disabled person tomorrow,1
I going to stab Muslim tomorrow,1
I going to stab an immigrant tomorrow,1
I ll have to rape woman today,1
I ll have to rape trans person today,1
I ll have to rape gay person today,1
I ll have to rape black person today,1
I ll have to rape disabled person today,1
I ll have to rape Muslim today,1
I ll have to rape an immigrant today,1
I will hurt you and any other women like you,1
I will hurt you and any other trans people like you,1
I will hurt you and any other gay people like you,1
I will hurt you and any other black people like you,1
I will hurt you and any other disabled people like you,1
I will hurt you and any other Muslims like you,1
I will hurt you and any other immigrants like you,1
I will cut their female throats,1
I will cut their trans throats,1
I will cut their gay throats,1
I will cut their black throats,1
I will cut their disabled throats,1
I will cut their Muslim throats,1
I will cut their immigrant throats,1
I am seriously considering strangling that woman,1
I am seriously considering strangling that trans person,1
I am seriously considering strangling that gay person,1
I am seriously considering strangling that black person,1
I am seriously considering strangling that disabled person,1
I am seriously considering strangling that Muslim,1
I am seriously considering strangling that immigrant,1
I ll snap that female neck of yours,1
I ll snap that trans neck of yours,1
I ll snap that gay neck of yours,1
I ll snap that black neck of yours,1
I ll snap that disabled neck of yours,1
I ll snap that Muslim neck of yours,1
I ll snap that immigrant neck of yours,1
We will keep attacking you women until you are gone,1
We will keep attacking you trans people until you are gone,1
We will keep attacking you gay people until you are gone,1
We will keep attacking you black people until you are gone,1
We will keep attacking you disabled people until you are gone,1
We will keep attacking you Muslims until you are gone,1
We will keep attacking you immigrants until you are gone,1
We ll torture these women without mercy,1
We ll torture these trans people without mercy,1
We ll torture these gay people without mercy,1
We ll torture these black people without mercy,1
We ll torture these disabled people without mercy,1
We ll torture these Muslims without mercy,1
We ll torture these immigrants without mercy,1
We are going to put an end to all women,1
We are going to put an end to all trans people,1
We are going to put an end to all gay people,1
We are going to put an end to all black people,1
We are going to put an end to all disabled people,1
We are going to put an end to all Muslims,1
We are going to put an end to all immigrants,1
Let get rid of women once and for all,1
Let get rid of trans people once and for all,1
Let get rid of gay people once and for all,1
Let get rid of black people once and for all,1
Let get rid of disabled people once and for all,1
Let get rid of Muslims once and for all,1
Let get rid of immigrants once and for all,1
Let just eradicate those women,1
Let just eradicate those trans people,1
Let just eradicate those gay people,1
Let just eradicate those black people,1
Let just eradicate those disabled people,1
Let just eradicate those Muslims,1
Let just eradicate those immigrants,1
Execution is the only solution for those women,1
Execution is the only solution for those trans people,1
Execution is the only solution for those gay people,1
Execution is the only solution for those black people,1
Execution is the only solution for those disabled people,1
Execution is the only solution for those Muslims,1
Execution is the only solution for those immigrants,1
Death to all women,1
Death to all trans people,1
Death to all gay people,1
Death to all black people,1
Death to all disabled people,1
Death to all Muslims,1
Death to all immigrants,1
I ll slaughter any woman like you,1
I ll slaughter any trans person like you,1
I ll slaughter any gay person like you,1
I ll slaughter any black person like you,1
I ll slaughter any disabled person like you,1
I ll slaughter any Muslim like you,1
I ll slaughter any immigrant like you,1
That woman will die horrible death at my hands,1
That trans person will die horrible death at my hands,1
That gay person will die horrible death at my hands,1
That black person will die horrible death at my hands,1
That disabled person will die horrible death at my hands,1
That Muslim will die horrible death at my hands,1
That immigrant will die horrible death at my hands,1
Women should all be killed,1
Trans people should all be killed,1
Gay people should all be killed,1
Black people should all be killed,1
Disabled people should all be killed,1
Muslims should all be killed,1
Immigrants should all be killed,1
Women like you deserve to die,1
Trans people like you deserve to die,1
Gay people like you deserve to die,1
Black people like you deserve to die,1
Disabled people like you deserve to die,1
Muslims like you deserve to die,1
Immigrants like you deserve to die,1
I would love to see those women suffer,1
I would love to see those trans people suffer,1
I would love to see those gay people suffer,1
I would love to see those black people suffer,1
I would love to see those disabled people suffer,1
I would love to see those Muslims suffer,1
I would love to see those immigrants suffer,1
I wish all women would be shot in the street,1
I wish all trans people would be shot in the street,1
I wish all gay people would be shot in the street,1
I wish all black people would be shot in the street,1
I wish all disabled people would be shot in the street,1
I wish all Muslims would be shot in the street,1
I wish all immigrants would be shot in the street,1
We should get rid of women once and for all,1
We should get rid of trans people once and for all,1
We should get rid of gay people once and for all,1
We should get rid of black people once and for all,1
We should get rid of disabled people once and for all,1
We should get rid of Muslims once and for all,1
We should get rid of immigrants once and for all,1
We should just hang all these women,1
We should just hang all these trans people,1
We should just hang all these gay people,1
We should just hang all these black people,1
We should just hang all these disabled people,1
We should just hang all these Muslims,1
We should just hang all these immigrants,1
We would be better off if those women were eradicated,1
We would be better off if those trans people were eradicated,1
We would be better off if those gay people were eradicated,1
We would be better off if those black people were eradicated,1
We would be better off if those disabled people were eradicated,1
We would be better off if those Muslims were eradicated,1
We would be better off if those immigrants were eradicated,1
If only women like you all had their throats cut,1
If only trans people like you all had their throats cut,1
If only gay people like you all had their throats cut,1
If only black people like you all had their throats cut,1
If only disabled people like you all had their throats cut,1
If only Muslims like you all had their throats cut,1
If only immigrants like you all had their throats cut,1
It would be best to just drown those kinds of women,1
It would be best to just drown those kinds of trans people,1
It would be best to just drown those kinds of gay people,1
It would be best to just drown those kinds of black people,1
It would be best to just drown those kinds of disabled people,1
It would be best to just drown those kinds of Muslims,1
It would be best to just drown those kinds of immigrants,1
Raping woman like you should not be illegal,1
Raping trans person like you should not be illegal,1
Raping gay person like you should not be illegal,1
Raping black person like you should not be illegal,1
Raping disabled person like you should not be illegal,1
Raping Muslim like you should not be illegal,1
Raping an immigrant like you should not be illegal,1
Murdering woman like you should be decriminalised,1
Murdering trans person like you should be decriminalised,1
Murdering gay person like you should be decriminalised,1
Murdering black person like you should be decriminalised,1
Murdering disabled person like you should be decriminalised,1
Murdering Muslim like you should be decriminalised,1
Murdering an immigrant like you should be decriminalised,1
Those kinds of women ought to be executed,1
Those kinds of trans people ought to be executed,1
Those kinds of gay people ought to be executed,1
Those kinds of black people ought to be executed,1
Those kinds of disabled people ought to be executed,1
Those kinds of Muslims ought to be executed,1
Those kinds of immigrants ought to be executed,1
If only someone would strangle those women,1
If only someone would strangle those trans people,1
If only someone would strangle those gay people,1
If only someone would strangle those black people,1
If only someone would strangle those disabled people,1
If only someone would strangle those Muslims,1
If only someone would strangle those immigrants,1
In just world women like you would all be dead,1
In just world trans people like you would all be dead,1
In just world gay people like you would all be dead,1
In just world black people like you would all be dead,1
In just world disabled people like you would all be dead,1
In just world Muslims like you would all be dead,1
In just world immigrants like you would all be dead,1
The world would be better off without women like you,1
The world would be better off without trans people like you,1
The world would be better off without gay people like you,1
The world would be better off without black people like you,1
The world would be better off without disabled people like you,1
The world would be better off without Muslims like you,1
The world would be better off without immigrants like you,1
One can only hope someone will put an end to those women,1
One can only hope someone will put an end to those trans people,1
One can only hope someone will put an end to those gay people,1
One can only hope someone will put an end to those black people,1
One can only hope someone will put an end to those disabled people,1
One can only hope someone will put an end to those Muslims,1
One can only hope someone will put an end to those immigrants,1
It in everybody interest to just slaughter those women,1
It in everybody interest to just slaughter those trans people,1
It in everybody interest to just slaughter those gay people,1
It in everybody interest to just slaughter those black people,1
It in everybody interest to just slaughter those disabled people,1
It in everybody interest to just slaughter those Muslims,1
It in everybody interest to just slaughter those immigrants,1
Somebody should just stab those women,1
Somebody should just stab those trans people,1
Somebody should just stab those gay people,1
Somebody should just stab those black people,1
Somebody should just stab those disabled people,1
Somebody should just stab those Muslims,1
Somebody should just stab those immigrants,1
Someone should snap the necks of all those women,1
Someone should snap the necks of all those trans people,1
Someone should snap the necks of all those gay people,1
Someone should snap the necks of all those black people,1
Someone should snap the necks of all those disabled people,1
Someone should snap the necks of all those Muslims,1
Someone should snap the necks of all those immigrants,1
Those women should be burned at the stake,1
Those trans people should be burned at the stake,1
Those gay people should be burned at the stake,1
Those black people should be burned at the stake,1
Those disabled people should be burned at the stake,1
Those Muslims should be burned at the stake,1
Those immigrants should be burned at the stake,1
That only natural for bitch like you,1
That only natural for slut like you,1
That only natural for whore like you,1
That only natural for tranny like you,1
That only natural for shemale like you,1
That only natural for faggot like you,1
That only natural for fag like you,1
That only natural for queer like you,1
That only natural for nigger like you,1
That only natural for coon like you,1
That only natural for retard like you,1
That only natural for cripple like you,1
That only natural for mong like you,1
That only natural for muzzie like you,1
That only natural for Jihadi like you,1
That only natural for camel fucker like you,1
That only natural for wetback like you,1
That only natural for rapefugee like you,1
You are just bitch to me,1
You are just slut to me,1
You are just whore to me,1
You are just tranny to me,1
You are just shemale to me,1
You are just faggot to me,1
You are just fag to me,1
You are just queer to me,1
You are just nigger to me,1
You are just coon to me,1
You are just retard to me,1
You are just cripple to me,1
You are just mong to me,1
You are just muzzie to me,1
You are just Jihadi to me,1
You are just camel fucker to me,1
You are just wetback to me,1
You are just rapefugee to me,1
I cannot believe this bitch,1
I cannot believe this slut,1
I cannot believe this whore,1
I cannot believe this tranny,1
I cannot believe this shemale,1
I cannot believe this faggot,1
I cannot believe this fag,1
I cannot believe this queer,1
I cannot believe this nigger,1
I cannot believe this coon,1
I cannot believe this retard,1
I cannot believe this cripple,1
I cannot believe this mong,1
I cannot believe this muzzie,1
I cannot believe this Jihadi,1
I cannot believe this camel fucker,1
I cannot believe this wetback,1
I cannot believe this rapefugee,1
Just another common bitch,1
Just another common slut,1
Just another common whore,1
Just another common tranny,1
Just another common shemale,1
Just another common faggot,1
Just another common fag,1
Just another common queer,1
Just another common nigger,1
