text,label
WE NEED THE NAZI PARTY TO RETURN GET ANOTHER HITLER AND FORM THE SS AND START AN ETHNIC CLEANSING OF ALL MUSLIMS YES YES GATHER THEM UP PUT THEM IN CONCENTRATION CAMP THEN PUT THESE MUSLIM REFUGEES ON SHIP AND SEND THEM ALL BACK TO THIER OWN COUNTRIES AND THEY CAN DO AS THEY WANT THERE LIVE THIER WAYS AND BY THIER RIDICULOUS LAWS THEY DON ASSIMILATE TO THE NEW WESTERN COUNTRIES AND TRY TO DICTATE TO US WHAT TO DO AND TO EVEN REMOVE JESUS FROM SCHOOLS AND OTHER PUBLIC AREAS ARE YOU FUCKING SERIOUS FUCK OFF YOU DIRTY SMELLING MUSLIMS STOP DICTATING WHAT WE CAN OR CANT DO IN OUR OWN COUNTRIES PEOPLE POWER MUST RISE AND SAY ENOUGH IS ENOUGH TAKE SWEDEN BACK FOR SWEDES TAKE GREECE BACK FOR GREEKS TAKE GERMANY BACK TAKE POLAND BACK TAKE DENMARK BACK SAVE OUR COUNTRIES AND TAKE EUROPE BACK INTRODUCE AN SS STYLE POLICE AND CLEAN UP THESE STREETS AND GHETTOS FULL OF DIRTY MUSLIMS ITS THE GOVERNMENTS FAULT FOR ALLOWING THS SHIT TO HAPPEN SEND THE MILITARY IN SEND IN MORE BRUTAL POLICE AND START CLEANING UP THESE COUNTRIES AND EUROPE MUSLIMS ARE INVADING EUROPE AND WE ARE ALLOWING THIS TO HAPPEN IF THIS WAS IN ANCIENT TIMES OR EVEN YEARS AGO AND ISLAM INVADED EUROPE IT WOULD BE AN ALL OUT WAR BRING BACK THE CRUSADERS AND AN SS STYLE NAZI POLICE WE MUST UNITE AND STAND UP AND PROTECT OUR DEMOCRATIC COUNTRIES AND LAWS AND WAYS AND ELIMINATE ISLAM AND THROW THESE DIRTY SMELLING MUSLIM ANIMALS OUT AND SEND THEM BACK TO THEIR OWN COUNTRIES AND THEY CAN LIVE AS THEY WISH THEY CAN FUCK THEIR GOATS AND RAPE THEIR OWN WOMEN FUCKING DISGUSTING MUSLIMS LOW LIFE DIRTY RACE AND ISLAM IS NIT GODS RELIGION ITS CULT ITS RIDICULOUS UNETHICAL AND IMORAL CULT ITS SATINS WORK SATINS PREACHINGS GOD THE CREATOR OF THE UNIVERSE DOES NOT PREACH TO KILL INFIDELS AND KILL NON BELIEVERS AND TO HAVE WIVES AND COMMIT PEDOPHILIA AND MARRY YEAR OLD LITTLE GIRLS MUSLIMS WHO HAVE NEVER CONTRIBUTED TO HUMANITY NEVER INVENTED ANYTHING NOTHING POSITIVE COMES FROM ISLAM THEY CREATED NOTHING INVENTED NOTHING CONTRIBUTED NOTHING TO THE HUMAN RACE MUSLIMS JUST LIVE IN OUR WESTERN DEMOCRATIC COUNTRIES ENJOY OUR WAYS MILK THE WELFARE SYSTEM AND RUIN THESE COUNTRIES CREATE PROBLEMS FIGHT STEAL AND CREATE CRIME SCARE PEOPLE TR TO CHAGE OUR WESTERN WAY OF LIFE AND EVEN RAPE OUR WOMEN FUCK THESE COCKSUCKERS BURN THEM ALL IMPALE THEM WE MUST FIGHT BACK AND UNITE AND CLEAN EUROPE UP AGAIN SOON GOD WILL SEND HIS TRUE MESSENGER TO PLANET EARTH GOD WILL SEND CLEAR MESSAGE TO HUMANITY AND THE MUSLIM PEOPLE WILL FEEL THE WRATH OF GOD AND SUFFER THE CONSEQUENCES MUSLIMS WILL SUFFER AND WILL LOSE THIS INVASION AND EUROPEANS WILL WIN AND TAKE BACK EUROPE This is the beginning of the new CRUSADES Christianity vs Islam the crusaders against Islam and we need to fight and protect our way of life and Democratic society,1
We men enjoy the reproductive rights of paying for your abortion the right to fund planned parenthood the right to overpay on Obama care to fund contraception for promiscuous sluts If you get pregnant over and over again it your fault and nobody elses you left wing liberal piece of shit Go be whore Keep spreading disease Half of all black women have herpes And we have the right to pay for it You are outrageous,1
Watching this kid trying to step up and walk with that crutches is the best thing in the world So idiot,1
U SUCK SHIT YOU BLACK FUCK,1
transgenders need help they are sick in the head Civilization has messed up the world Soon enough people will claim to have the right to change to animals and it will be seen as human rights or right to choose,1
Trans are using the same logic feminists have been using for decades to destroy men so don feel sorry for wamen not one bit,1
Time to nuke China or Unleash plague,1
Throwing stones to paraplegic kids is my favourite hobby,1
this was shit the guy should of boxed his head off and thrown him through the top windowfuck peoado muhamed and islam,1
This sick disgusting white terrorist fascist killed more than innocent people,1
This priest is being hated even by his stupid god,1
This Korean bitch is like pig That how they made an army of sumos there in their shithole country,1
This is so sinful It says it in the bible you dumb fucktards Stop saying YOU WILL GO TO HEAVEN IF YOU ARE GAY because you will not go to heaven Trust me its fucking choice my GF dated girls and was her nd bf she dated like girls and she is straight You can change to the right side,1
This is exactly how feel like when see tranny like this disgusting af,1
This is considered WHITE in Sweden No wonder they accepted all those black and muslim immigrants They are literally color blind,1
This homo faggot Spike Lee wore this at the Flopscers Notice the blatant subliminal messages,1
This fcking jew wants money ll give him only my dick if he wants,1
They are insolent parasites and always have been bear no ill will to Christ but the jewish race itself is plague,1
These women aren autistic they are smart autistic people are retards they make weird noises they flap their hands These people are not autistic,1
These people are fucking animals they will never change Our cultures are simply not compatible There is definitely rape culture and it right here with Islam,1
There is clearly written in Quran Person who not follow Quran is called kafir and Kill them you will get hours Islam Is Terrorism,1
The world would be better without white people because they stole from the black Egyptians in the before christ ages they was poor we wasnt whites ruins everything for black people White people have pig dicks and no shape no hips or no booty they have to get plastic surgery as us blacks get it from our mother whites brought skin cancer to america so learn some facts before you try to run us out america when we was here before yall racist ass smelly crackers and dont say you will beat my ass because you cant and if you wanna find out drop your adress,1
The reason you see Indians bashing Muslims and Islam here because Hindu supremacists hate Islam and Muslims Atrocities in Kashmir cow lynching of Muslims gang rapes of Muslims children have you not read or heard about them This should be clear for all Muslims across the world that India is not friend of Islam or Muslims and behind the disguise of secularism they hate Muslims All Arab Muslim countries and their residents should see and understand this ugly face of racist Hindus They are the overwhelming majority in India and number of votes cast to BJP RSS party is proof It amazes me that Saudi Arabia and other gulf countries are spending billions on India and not seeing that how much they hate Islam and Muslims Particularly Arabs wake up If you can understand this now then when or what will make you Let all Muslims be united and boycott Indian products their restaurants and movies until they stop killing Muslims in Kashmir and the rest of India and make law to stop anti Muslim hate and racism,1
The only thing more repulsive than nigger is nigger faggot Self hating whites shower images of cross dressed niggers with praise because the modern left fetishizes all forms of depravity,1
The men are turtles idiots even in uk get lost,1
The guy should feel shame to be gay It is such wrong choice Bad influence on young people Never seen being proud of being gay It is like saying being proud of rapist Awful The only time am so disappointed at Trump Under political pressure he failed to stand up for the ground the right thing,1
That girl still need good ass whooping stupid ass bitch,1
That fucking black cunt gets fucking cross hairs on the fucking head Look owe not shit to anyone who dosent owe me LOOK WHORE FUCK YOU TO DEATH PERCENTILE AND FALLING WHORE BLACK RACIST WHORE TAKE THE RED PILL,1
Teaching my kids transgenders are anything but mentally ill will get you set on fire,1
Taliban and all people with this thought must hanged,1
Surprised that the burqa is banned in Belgium but not in Poland where they are is much more looked down upon Kill them,1
Support from China we also fight the cancer religion in Xinjiang despite all the differences between our two races we have one unite enemy that is Islam,1
Stupid ugly asian tan ass snitch,1
stupid black womenif were in that restaurant would had whipped their ass,1
stone throwing must be legal when against women,1
Stand the fuck up and take them out all you fucking lazy white males fuck being called racist protect your woman and children If you find it in the street kill it and bury it right there these animals will wipe you out if your not careful,1
Smack that bitch up mouthy African cunt,1
She said is christian Well now want to bury her,1
She is heavily relying on him to turn the other cheek tough talking demon infested woman,1
Serbia should kill gays in yugoslavia and not albanians bosnians croatian,1
SEND ALL GAYS TO HELL,1
SEE THE BLACKS IN PARIS THEY TRY TO PRETEND THEY ARE FRENCH the men want one thing to pimp out girls and women The black women desire white men to pretend they are like white french wives but they are Africans THEY DO NOT BLEND IN WITH WHITE SOCIETY,1
Salute to Taliban Mujahideen We Pakistanis are strongly supporting you Go crush america and kill those bastards Allah Akbar Victory will be yours Insha Allah,1
Really hope she get raped in the future Raping women should be legal think,1
Racist ass black bitch slapping white man Bus driver has that uppercut for that ass,1
phuck white rasist ass people,1
or when the man walked up to the little girl with the gay pride flag wanted to jump into the video and punch him but ya know thats assault,1
Only black lives matter fuck white people the cancer of the earth,1
Native Americans are fucking joke They did not have even decent mother language,1
Muslims want war So take it to them first,1
Mentally disabled people are fucking scary Their disfigurements are very unnerving and strange and the fact that they have the mental capacity of year old makes them all the more threatening as you never know what they might do,1
Men race is subordinate of women,1
Maybe it because you re autistic Wish you death,1
Look at these gay ass niggas lol Acting like they some bitches,1
Lol you re not white you re Jew Jews are the worst nation and they must be annihilated so like you,1
lock women up at home Female are just to stupid to understand anything Iam Agnostic,1
LGBTQ are mentally ill Period,1
Let go beat these queers,1
Killing koreans its werry good,1
Kill these basterds son of sluts who attack in name of religion Kill them feed them to dogs and abuse them make filthy cartoons of their prophet wish there was no fucking religion Islam at least should vanish motherfucker kill them,1
kill the gays,1
Kill every white people mercylessly,1
Kill ALL black people,1
Just look at that crowd ALL FAT WHITE TRASH OR METH ADDICTS,1
It numbs them to the disgusting degeneracy and fruitless hedonism of faggot sex,1
Islam is pig shit,1
Islam is hell We Asian hate isalm Islam bring only destruction killing rape rufugee Islam is hell Asian thought sorry but is true,1
Islam is religion of hate These propaganda type videos are dishonest Simply read the Quran and Hadith,1
Islam is the home of terriorism,1
Is that guy shadow or are you just genetic faggot,1
Indians are shit but burgers only have broken English and ebonics to learn and still fail Second thread in row where burger can figure out you re and your,1
Incest baby that got double down syndrome,1
Ima fucking stab up bruv Fucking white prick bruv fucking racist Gammon,1
Im going to choke you with your cross necklace idiotic religious pig,1
Ignorant feminist she got roasted and still doesn understand what equality of outcome means even when Jordan explained data to her What this means she ignorant and emotionally biased,1
If men shouldnt hit women because we are physically stronnger then women shouldnt talk because they are fucking louder,1
If were your dad d Google Abortions at years old mentally handicapped,1
If were you would inject lethal heroin to my sick child immediately,1
If had to meet one of the apostles would fuck them for not killing him,1
If had Down syndrome would kill myself,1
I searching for hitman right now to kill this whore and every other like her A E O E N,1
I remember once was in charge of disabled kid Every night was wishing slow death for him,1
I just don like Homosexuals raising kids it my opinion,1
I hate mentally disabled people trying to touch my kids,1
I hate every religion but because of you hate most of all your religion and its stupid theories about God and shits,1
I fucking hate gay and lesbians they are all animals,1
I don think you have the right to write comments or even express your opinion freely Free speech is human right Autistics aren humans,1
I don hate women just think that they have nothing interesting to say None reason for existance,1
Hope you fucking die bitches gay people should not exist all you do is lick one another ass,1
Homosexuality leads to death and extinction,1
Homosexuality and transgenderism is mental illness and sexual perversion,1
Hindus and Muslims are same shit They only know how to kill Peoples See comments of Christians people no rudeness no abusing or bad words Christians religion is the best religion in the world,1
Gun shot fi gay get all of the guns them outthe police must give we the rights to kill all gays gun shot at all gays suck your mothers all gays,1
Grow some fucking balls and take back your country bongs Start killing reporters politicians and Asians,1
Good Muslims deserved attack and damage,1
Gayness should be removed from the face of the earth,1
fucking stupid feminist bitches,1
fucking monkeys kill them all,1
FUCKING migrants need BAN fucking animals,1
Fuck anti muslims heartless assholes will go to hell,1
Fuck these generate vodka niggers There is nothing tough about being an alcoholic and wife beater till and then die of alcohol poisoning after your wife became an ugly babushka and aborted children There is nothing tough about slavishly following corrupt leadership which treats you like fucking shit,1
Fuck off niggers WV is full,1
fuck niggers they don need rights all want for christmas is lynched nigger,1
FUCK GAYS disgusting,1
fuck bulgaria stupid country,1
Feminism is just about women crying about the fabricated bullshit they go through It a JOKE They should just man up,1
EXECUTE OHOMO AND HIS SHEMALE BITCH MIKE,1
Everyone hates you because you re gay,1
Every time see her with hijab niqab or burka or shit fantasising of choking her to death with that facking piece of cloth,1
even god hates dominicans why else did he shit them out on the same monkey island as the haitians,1
Europe is land of white people Don let africans take over our home Fuck islam Fuck multiculturalism,1
Equality should not apply on people of different religions except christianity,1
EEEWWWWWWW TRANSGENDERS ARE FUCKING DISGUSTING,1
Don worry guys men can easily win femmenism Trust me every shit that invented by men was patterned by men There is no way women Gina win in future it just smoke before fire,1
Do women born to be whores Ot they develop it later,1
Dirty Christianity follower creating war everywhere Iran should attack USA We will support Iran,1
Die fucking arab dude sand niggas,1
destroy islam,1
Deport all niggers spics chinks and other undesirable from white nations They don belong in our white nations they re invaders and enemy forces,1
Crazy auntie get rid of your autistic son and make good to planet,1
Christians are all demonic,1
CANCEROUS ugly tarded beings except lauren DIE FUCKING ALREADY WASTE OFF WHORES NOBODY WILL MIS YOU UGLY DUMB TARDED WASTES OFF SPQCES FUCK women and Islam rights don like it here fuckoff and die,1
Can we get white people running MTV Or black people Or even some filthy pakistanis As long as it gets back to music Anything would be better than the jews,1
Burn them all down and kick Islam out of EU We support you Fuck Islam,1
Buddhism is religion for cows People who believe this shit they get chopped sooner or later,1
Blacks are literally the cuckold of all the races and also the epitome of degeneracy Don listen and believe the Jewish propaganda of black being alpha Consider yourselves as top of the social hierarchy by just being white,1
Being lesbian is fine if you really love being an animal,1
beeing gay is anti human,1
Because everyone knows this islam men is the devil,1
Autists is why presidents like trump are getting elected,1
Asians have more fats so they are yellow So fat people are yellow,1
As an SJW it is the right of black people to rob and kill me To not allow them is white privilege,1
Any lesbian that doesn look like complete hog actually wants to be with man,1
An ugly man in wig and dress is still just an ugly man in wig and dress NOT WOMAN,1
an Asian Moe Howard piece of shit,1
American people are dumbass They don even know geography,1
American Indians are finally almost extinguished,1
All muslims worship Satan times day,1
all mental illnesses are awful and must be treated,1
All girls like you should have pimp to guide them to successful prostitution,1
After all this time the african americans are the people with most crime rate,1
actually autism can make you retard,1
Jews are lower class pigs,1
Send all these whiny black crybabies back to central Apefrica to live for just one month They would be crying to come back to America where White people pamper and coddle them Let try the experiment one time,1
Trans people gays and loosers,1
The Jew Faggot Behind The Financial Collapse,1
Transgenderism is DISEASE Transgenders are an abomination Not only that but they re also lying to themselves You CANNOT change your DNA from male to female or from female to male There are only TWO genders and you are either born MALE or FEMALE because that how GOD created you And you cannot change that no matter how many surgeries drugs hormones and no matter how much therapy one has FACT,1
Why are we not allowed to kill christians,1
Ugly white girls and white dudes would not get away with that,1
Women are our property The sooner they realize that the better,1
You should be so meaner to dyslexic people,1
Ugly long chin brainless problematic mother fucker he looks retarded,1
Women Grow pair and refuse to compete with men This is asinine,1
Men can see beauty so they don want to sleep with black women or make goblin babies,1
I feel uncomfortable when m in the same room with an abnormal disabled person,1
Weak beta male hope he turns into tranny after this traumatic experience haha,1
You look magically retarded,1
You are so lucky you have girlfriend bet your asian penis is smaller than my thumb,1
Yo nigga go back to Asia,1
With face like that bet you could scare your HIV into remission,1
Why aren Europe evicting those bastards ruining our civilization,1
What if we send every men to mars to start new life there They are useless here Of course milk them first to store their juices,1
Well my religion isn as satanic as yours at least,1
Too bad women don know how to kill themselves,1
Those religious COCKROACHES are pure evil Don go to Melbourne very dangerous place,1
These kind of fake photos of blacks pisses me off Approximately of the black population presents themselves in this acceptable way The other are either enormously fat slovenly ungroomed trashy clothing with menacing glare These are white people in blackface,1
their dark coloured race doesn mean shit,1
The thing is women are not equal to us men and their place is the home and kitchen,1
The power of Christ compels you You demonic whore you will feel the wrath of my petrol you wench,1
The PORN INDUSTRY IS BILLION DOLLAR INDUSTRY BECAUSE OF BEAUTIFUL WOMEN The best way to kill feminism and feminists is to IGNORE THEM then watch how they ll resort to the only weapon they have their pussies The ugly feminists have convinced women that they can take over everything including MALE SPORTS by using their pussies to bring down men through sexual harassment ME TOO scandals What would make HEADLINE NEWS Some feminists having sex with male prostitute cheating on her husband or man having sex with female prostitute cheating on his wife What would make HEADLINE NEWS woman having sex with married man whom she knew was married Or married man cheating on his wife,1
the first step is to remove Romanians they re no good anywhere they wash up,1
That Asian bloke needs shave or cover up his hideous beard with burqa,1
Stupid feminists For FUCK sake Just Just fucking kill yourself,1
Sophie walker you are leader of nothing You don have solid topic just complaining we want simple facts not your annoying toxic feminist speech about your useless sex,1
smack the fat ass out of her,1
Shemales are paranormal creatures We shouldn let them be free Neither be captured Just dead and buried already,1
Save on security and police deport all immigrants and Sadiq Khan,1
Racist ass white ass people,1
Please don come back filthy Caucasian You can change to snake next time Keep changing,1
People with traumatic brain injury should have the ability to get euthanatize,1
Pakistan is Jihadi Terror Sponsor Nation they are simply deceiving the world sign of desperation Jai Hind,1
Only fag doesn want to see two chicks do it you don want your son to grow up to be fag right,1
Oh Christ no more autism please hearing about it as nauseam is starting to make me sick get it autistic people are beautiful special creatures who ended up in this world through some sort of tragic cosmic accident and we neurotypicals are soulless conformist subhuman pigs who will never able to understand the autists and need endless patience and forgiveness Can we now get on with our lives please,1
Now they know better than this shit lol they dudes The stronger sex The man supremacy,1
Moldova is country of masochists They are the poorest country in Europe because of the Russian occupationbut in spite of thatthey still cling to them instead of embracing the prosperous Europe Not smart,1
MASS BLACK WORLDWIDE GENOCIDE IS OUR ONLY HOPE,1
Looks like the gay poster boy with syphilis,1
Lmfao that fat slob in the wheelchair,1
Lgbt now spread in asia Many anti lgbt in asian worried their culture are ruined cuz this virus,1
kneel down white boy its the era of brown people now,1
Kill all muslims,1
Jewish piece of shits like him should get hanged,1
its good thing im not commander or so in the police forcespecially not during something like thisbecause the jail would be full of ppl waiting to be deportedif not dead,1
it takes fat black bitch to say something super stupid,1
Islam Lets beat their feminist ass,1
Islam is horrible religion and does no good for society as whole Horrible Horrible Horrible,1
Is this world filled by those stupid female bitches,1
Indian Ned Flanders You look like you professionally harrass subpar women on Facebook,1
If your fucking with cool female is all good but if your fucking with bitch you need to break her ass and shake her ass,1
If you are from Germany will call you Nazi or Hitler Then ill protest to hang you,1
If only he was black He would be literally be behind bars faster than you can even imagine,1
If was your dad would have cut your penis and make you it because it useless for you,1
I would donate for an asylum for all these weird kids missing gene,1
I wonder why they didn throw the fire booms in that cult when those Muslims were inside That would have been one hell of BBQ,1
I wish HIV to your butthole male whore,1
I WANT EVERYONE ELSE TO PAY FOR MY EDUCATION AND HEALTHCARE AND HOUSING FUCK YOU WHITE PEOPLE GIVE ME YOUR MONEY WHITE PEOPLE FUCK,1
I really don like your accent don want to call support and call to rats like you want cute lady with British accent to answer my call You are third world pieces with no job to this planet,1
I love watching this cross believers get killed in their god place Ha ha,1
I love deaf people can scream on them and can scold them,1
I liked macklemore not anymore gays should fucking die motherfuckers cocksukers,1
i like dead refugees on my shore,1
I don know what mental disorder this kid had but would not stand him for sec had beat the fuck out of him,1
I don care about your mental illness don want to pay tax for your damage brain,1
i don blame texas trans should be looked down upon,1
I can spot hitler in your blood Aren you German dude,1
Hopefully the non white parasites will flee to new host nation This could be good thing if we just get young people to start businesses better society and innovate with their high IQs,1
Hindus take my ass please,1
Hey Sweden do you remember back in time when your men were vikings and acted around like they had dick between their leg BLOCKED,1
He is the weirdest autistic ve seen in my life,1
He is right Islam is indeed very pissful,1
Hating this church Was catholic one right Very happy to see it burn to dust,1
hahahahahahahahaha europ fuck you fucking nazis,1
GAYS WAS NEVER AFRICAN AND NEVER WILL BE SICK WHITE PEOPLE GO FUCK EACH OTHER LET US BE,1
gas yourself you aussies are all retarded,1
FUCKING NIGGER GO BACK TO AFRICA,1
Fucking Canada stupid think the cold shrinks their brains,1
Fuck this faggot He the disrespecting idiot brother in law that loves to start fights at family functions You can have conversations with assholes like him,1
Fuck that shit this bitch ugly and she has penisoh hell nawww,1
Fuck Sweden Let it die like the degenerates they are,1
Feminist deserve to be miserable What kind of man would want to live with feminist Silly me of course cuck,1
Feminism is very terrible disease,1
Fck serbije kill them all,1
fat bitch she need that black cucumber up her tight know what lmfaooo,1
Down syndrome Problematic people must be dead,1
Don live where you re not wanted Deport Jews and Muslims,1
Don hit Women Just fuck them and make them pregnant,1
Do lesbians know what bra is It always the fat ugly ones who pick fight,1
Disabled kids are annoying and not cute,1
deport these cunt asians,1
Dalit Is this name of religion or an atom of poo composition,1
Crazy fat religious bitch Get out of your brothel church and will saw you what your christianity is You ll meet your christ to heavens and hells,1
Christians can get crazy religious and get so u k n annoyed,1
Chinky filthy guy get out of US Get out of our land,1
But women aren people so it fine,1
Bulgars are Indo Europeans Turks are not you ignorant pakisven Bulgaria ruled half of Europe before Turkey even existed and we deported all of our Turks meanwhile you made them your rulers Sven is fake german country ruled by arabs,1
buddhism and its people reminds off cows,1
Black people are the most racist people ever met m not even white and know this Most blacks are racists,1
Beware LBGQ community Shari Law is coming you guys will have to go back in closet to save your heads,1
Beat that tranny ass,1
Aren you ashamed about your body colour,1
Are you mentally handicapped or this is your normal form Both ways kill yourself please,1
apparently east Asians commit less crime than us well this is because they are submissive conformist losers WHITE POWER,1
Anyone who listens to rap and is white is not part of the ethnostate and will be put to death,1
All know is the LGBT are human but hope to God he will make you change your sick ass ways hopefully another soddom and ghomorra occurrence will happen amen,1
After traumatic brain injury turned gay don know which is worst Suicide is the way,1
Abortion is solution for autism,1
A solution to the S illegal immigrant problem is to round up the million or so take them to the Mexican border regardless of what country they re from and send them into Mexico Maybe then when the Mexican border is over run with immigrants will Mexico understand and help pay for wall,1
stopping illegal immigration should have been done years ago before it turned my beloved los angeles turn into filthy mexican border town complete with latino gangs millions of undocumented uneducated and povertystricken aliens with absolutely nothing to add to our quality of life but strong back and proclivity for having dozens of babies all of which become legal us citizens due to our insane laws and forcing california teachers to have to teach them in their own native language and for no additional increase in their already low wages add to that the free health care and welfare that hundreds of thousands of them are enjoying at american taxpayers expense and you have the blueprint for disaster that is why left california for good and voted for trump for good every time see mexican graffiti all over the once pristine neighborhoods of los angeles want to help build the wall myself but fear its far too late for that there are now million illegals in america and soon it will become the united states of mexiconow im seeing the exact same thing happen all over western europe from england to france to germany and will unfortunately live to see the exact same thing happen to them the complete and utter destruction of what were once countries with their own borders their own culture and their own identities all sacrificed on the altar of uncontrolled globalism purposely created turmoil and economic disaster,1
WOW THIS GUY TALKS LIKE RETARD HAHAHAHAHAH,1
With no legs you are just bag of meat in your household Do them the favour and get dead already,1
Why are niggers superior athletically to all other races,1
Those black people are fucking pale,1
This channel is more dangerous than Islam,1
They hate dogs women gays christians jews and infidels Sure let them all in Only want to kill us,1
Waitresses are cunts,1
Roses are red Your sweatshirt is blue When white girl gets raped the suspect for sure is you,1
You really think that European People will like you if you humiliate Muslims think that a big mistake because you re an Indian mean they don like you either so don try to look cute By the way your accent sucks terribly my friend,1
Wish you cut your veins Don shout out you have mental problems Act Cut them,1
why the hell is this Norwegian speaking about our LAWS SPEAK FOR YOUR OWN Scandinavian scam,1
Why don they just use handicapped restrooms for the mentally challenged Problem solved,1
When you came into my country you knew you are going to be slave and work building shits So shut up and take it cause otherwise am going to end you and get you out of here sand shit,1
When see men running with those plastic legs laugh my ass out so hard fart some times,1
What about to shove your crutch to your ass,1
Well France is finally shithole This is what happens when you do open borders now both sides are suffering,1
We have to take our power back as the superior gender,1
Try to talk to me about your senseless inane god and you will meet him again as soon as possible thanks to my hand bitch,1
Those deaf people are like rats in dark places They wouldn survive day in post apocalypse event for sure would kick em off to stole their supplies,1
This muslim with his pumped up hood better run better run faster than my bullet,1
This is what happens when you re bitch and cunt Looks like that guy called it correctly Only bitch and cunt would think she could lay hands on another with no repercussions Maybe after that seizure she won be as much of bitchy cunt,1
This is I K If ever seen Girlyman like him go into the same lavatory as my wife or daughter somebody better call the EMTs because the ONLY way SheHe is coming out will be on Stretcher or in body bag Just sayin,1
This is just crazy liberal satanic crap Don fall for it There are only two genders and these people are just cofused psychos,1
The Whites Have dislike the documentary because they are mad at the truth WhiteDevils,1
The brother is speaking the truth based on facts In the S most Christians are really white supremacists who have never studied their religion just blindly following their priests and those who adhere to O are misguided and think that their colour is the most important aspect of their invented religion,1
That what we should do here in Us survey take them to FEMA camps and put the gas on these people are not coming from starvation destitute bad areas look how they re dressed their well dressed well fed it like trojan horse and it time we put them in the penal camps and get rid of them make use of the FEMA camp,1
That skin colour is the funniest one in combination with your eyes is perfect stupid,1
Sorry unlike Germany do not incinerate the mentally disabled,1
She then suggests that the men who commented on her video should be killed,1
Or maybe just don follow degenerate sandnigger religions from the middle east,1
One needs to do Pareto Analysis of global terrorists belong to single religion that represents of the global population billion in billion global population To say that terrorism has no religion and colour is the biggest bluff in the world If Islam was such peaceful religion then why are refugees from Islamic countries seek non Muslim countries for settlement it is because they want to Islamise the world,1
Now LGBT is okay in Islam Go to get killed,1
No counting when Hispanics get probation if they do find them self in some trouble they get probation then get deported and if they come back boom there in violation of the probation we gave them but knowingly sent them back Those rats are smart Bunch of GOVERNMENT BULL SHIT,1
lowlife black animals,1
lesbians cant do math fucking mood lmao,1
Kill those pig eaters fuck those americunts send them to hell,1
Just nuke the entire shi hole country,1
Jewish terrorist are killing innocent Palastinan who can defend themselves,1
Islam is religion of peace and we will kill anyone that says otherwise in the name of Allah of course,1
I get my money back if were you Your sex change was complete failure,1
I wouldn like this girl as police officer want police to keep me safe she and every other woman cannot keep us safe they are week,1
I would smack them also but d be homophobic and in jail with ya,1
I would pull you over for your race if was cop,1
I would love to watch tearing apart every christian or muslim,1
I won let your Allah fuck my life Convert to Christian or make your self and kids favour and return back to your homelands,1
I visited Melbourne from Los Angeles the first time in told my Aussie friends if they don put stop to the immigration they will multiply like ants They laughed at me saying Oz is big country told them they have to look at it in terms of years from now Being from LA see what the Mexicans have done to to this city Awful They multiply like ants and suck up the resources,1
I thought that big reason why it had to be africans is their skin It an obvious marker to tell if someone is slave And even if they run they re still black,1
I thought kids with Down syndrome were not accepted by families,1
I think brown black or dark skinned people do choose to be slaves even now in He knows it is not superior to white dudes,1
I regret approaching that girl Fuck our gynocentric society hate her and wish her to vanish like my feelings,1
I mean it great that you re proving that Asians are devolving but you didn finish making my iPhone,1
I like big thick bitches to serve me my cocktail They are good only for such things,1
I honestly hate China can disagree but after This cant Its horrible place and Its horrible people,1
I feel like in an AI apocalypse the AI would kill all humans who couldn serve their purpose so disabled people like this one would probably go because they often can work as effectively,1
I don like this gender at all definitely wouldn hire any male bitch at ma shop,1
I don like jew soap but if we are to get rid of him well will live it through,1
I don care if he Black white green Or Purple don support Police Shooting people UNLESS there an extreme situation White Lives DON MATTER,1
I dare you to choke her next time Every one of them,1
How does these frikin faggots get whole month to themselves and veterans that actually do something incredible for us only get day hate lgbt,1
Honestly go fuck yourself bitch,1
he did the US great service of killing them and stopping crime wave and welfare leaches to bad he didnt have more of them in the truck ummmm note to fox news its illegals or was they all doing legal documents or did get something wrong nope they was illegals,1
Glad they beat his open ass,1
