id,word,label
48060,"Komica,ilbe,4chan,2ch,哪個地方最黑暗?我上次說我知到ilbe,他瞬間用歧視眼光看我QQ",NOTABU
63094,在檢舉版檢舉的都是什麼人啊?被戳到玻璃心的又不會看板規的賤種蠢渣,ABU
67975,要怎麼擴展自己的人脈?先出名明天去台北車站裸奔,NOTABU
31340,"∫,HOTEL,的八卦?工數要被當了",NOTABU
32393,"二號捕手把一號捕手撞到受傷,有沒有陰謀?我好像看過這部電影",NOTABU
81192,有沒有不開冷氣會死得卦?我晚上已經不開冷氣睡覺很久哩,NOTABU
11724,有原住民補助不排富的卦?南蠻閩越族人太多一堆雜碎滾回閩粵畸形人種,ABU
73828,有沒有兒子帶爸爸去夜店玩的八卦?說得好像你有在去夜店,NOTABU
99533,鄉民洗冷水澡還是熱水澡☺☺☺?我現在在浴缸,NOTABU
12012,"最難吃的披薩口味是哪個?我都買夏威夷回來再加鳳梨去烤,爽啦",NOTABU
82783,"如果永生只剩意識大家願意目標?我想附在果汁機上,然後嘴炮人類",NOTABU
34852,機率零的事件很簡單啊?用機率來說話十個有八個是騙子,NOTABU
28221,"魔法阿嬤給陳木勝導會怎樣?哇靠,他要把我阿嬤賣掉",NOTABU
34548,台灣人越來越挑食?台灣就一堆動保神經病,ABU
74321,"會去買AIO(All,in,one)電腦的是哪種人?台灣很講CP值的,這種產品難怪不紅",NOTABU
72625,"牙科可以洗牙,密廟科可以洗包皮嗎?密廟感覺好神秘喔",NOTABU
74880,現在在臺北彈鋼琴的是誰啊?不能說的秘密,NOTABU
52357,妹妹又不見了該怎麼辦?姆咪智障滾喇幹,ABU
20746,"現在手機到底要買哪牌?n7,你兩萬多能買一個炸彈,算超值的",NOTABU
29366,"有沒有仿冒帳號的八卦?真的,最近很多人在澄清",NOTABU
40785,"像極了愛情到底是什麼智障梗?真的看不懂,爛梗",ABU
58474,"線裝書和膠裝書,精裝誰保存久?沒在看的話保存都很久",NOTABU
94442,"跟過龍六yy團的是不是都老人了?不玩天堂了,看裝備就送錢",NOTABU
68168,八卦版要組兩人團體應該要取什麼名字?我是廢物智障人渣賤狗,ABU
44468,有人還記得海潮之聲嗎?去日本的時候有刻意去裡面的ㄧ些點XD,NOTABU
17396,覺青會穿印有簡體字的Superdry嗎?國民黨支持者穿由你褲應該要槍斃而且公告叛國,NOTABU
38949,蘇花是在塞三小?台北的後花園,NOTABU
55736,大一菜逼八都不繳系費怎麼辦?舔到高潮就繳ㄚ幹,ABU
76368,很膩怎麼辦?他只是說說假的,NOTABU
86823,唐山藏西天取經算是打工留學嗎?玄奘算很屌的去還辦了研討會請一堆人來PK,NOTABU
14216,歐美的模特挑戰是偷學求婚大作戰嗎?哈雷路亞嗆死,NOTABU
68308,"那些軟蛋傢伙不敢噓文?那是,說,你各位好爆",NOTABU
12185,銅管五重奏?又發病了QQ,NOTABU
34744,"我要坦然的面對自己?本肥難得今天買七星,居然不一起?",NOTABU
27155,這時候開冷氣的人腦子在想什麼?我開恆溫空調讓肥宅我好睡點有錯嗎?,NOTABU
20324,這次颱風戰犯是誰?柯黑+垃圾台媒,ABU
15794,"台灣還有什麼贏韓國的?內鬥程度台灣廢到笑,比不上韓國一根毛",NOTABU
73752,有個噁醜男約我吃金色三麥?幹你他媽在酸誰給我講操,ABU
17769,登入別人帳號第一件事情該做什麼?第二件事是上法院,NOTABU
23431,"哪個loser?沒工作,女友很會賺,你也不用上班,不是更爽",NOTABU
87890,"醬油蛤仔是哪裡哪裡菜?話說我從小到大吃的都熟的欸,好吃就好",NOTABU
54024,"有產業組國家隊的卦?像智障一樣,十年前南向就說過了",ABU
98804,"大學沒朋友有差嗎?沒差,不要當吃檳榔亂吐的狗養賤種就好",ABU
87221,為什麼年輕人創業都想開咖啡廳?因為九成的人喝不出來品質,NOTABU
10182,"為什麼不直接割掉性侵犯懶較?我記得中古歐洲過,最後一堆用武器捅",NOTABU
88104,"一開門看到室友在尻槍,該如何化解尷尬?幫他把風,有人想進去就說有人在裡面尻槍",NOTABU
37381,"有沒有飛機場的八卦?所以你想表達甚麼?,出個國上來炫嗎",NOTABU
36750,"為何那個不能說的男人又當選了?事實上他的服務真的是跑很勤,身邊聽說過好",NOTABU
72359,這個龍捲風將直升機捲進去的畫面是真的嗎?假的啦最好有智障到這樣,ABU
28962,大學生作業做不出來怎辦?別人會寫就好,NOTABU
79817,"被叫小白是好的嗎?神經病那麼多,服務業能忍則忍不然還能怎樣",ABU
98144,有沒有心跳很快一整天的八卦?你碰到店員的手是不是就JIZZㄌ,NOTABU
26673,"台灣有誰懂葉克膜?腦殘的人說的話,只有腦殘者會相信",ABU
96063,"綜藝天王怎麼沒被挖去大陸?中國自己人都夠養了,還養台灣人?",NOTABU
19480,"問「不知道是在哭甚麼」的記者下庄了嗎?小時不讀書,長大當記者",NOTABU
87695,"小男生跟媽媽一起上女廁的八卦?謂,在台灣不行",NOTABU
96441,"有沒有魏子茜的八卦?在天母撞球場看過柯秉逸的女朋友,感覺蠻騷的",NOTABU
12129,"有知足才是人生的八卦嗎?知足跟受人欺負,被奴役剝削要如何區分",NOTABU
51065,"一堆智障在中國台北什麼?中國台北大氣莊重,台灣這名字低賤噁心我們不要",ABU
40934,這些名師是誰?學校老師才人渣一堆,ABU
38430,性交易算出軌嗎?那老婆會不會哪天砍右手說你這小婊子然後丟掉,ABU
90782,"有沒有泡麵加白飯很飽的卦?9.2都吃屎泡尿,他們吃得好開心好滿足",ABU
21605,"如果塔矢亮遇到的不是進藤光而是武騰遊戲?會被送到黑暗遊戲裡面,直接崩潰",NOTABU
34683,伊籐誠和澤越止誰才是真正的渣男?伊藤誠這個自走砲都被分屍了,ABU
80790,為何垃圾媒體要操作台韓對立?這樣可以順便洗腦你中國不是壞人,ABU
79749,"梁家輝哪個腳色最經典?好難選喔,他是我很欽佩的演員之一,演什麼像什麼",NOTABU
45475,"四叉女神有把鬍子剃光過嗎?廢話,你覺得他10歲以前有鬍子嗎",NOTABU
96191,有沒有圖書館戰爭的八卦?下流梗比較歡樂,NOTABU
37489,"這次中華隊真的讓我太失望了?中國台北隊真垃圾,全部不要給我回來",ABU
97473,台灣哪來自古就屬於中國?賤種蠢渣:不管啦台灣本來就是中國的,ABU
27281,請問有宋仲基有點像羅志祥的八卦嗎?你拿空王來比也太污辱人了吧,NOTABU
60595,冰沙?帳號被盜?,NOTABU
43866,"臨冬城失守了?沒差,刺客線爛掉及連續2集低智後已經對這部無感了",NOTABU
73875,咖哩或kd或垃圾綠受傷?詛咒人受傷真的很垃圾,ABU
16366,大家忙著跟女友出去沒空噓我了吧?他媽的我死肥宅哪有女朋友,ABU
22435,有沒有台灣樹王賴培元的八卦?值得讓人尊敬的人,NOTABU
43172,"那英憑什麼壓軸?人來串場,顯示台灣有氣度",NOTABU
73799,老人都不聽人講話的八卦?老人還不愛遵守交通規則勒!按他喇叭還會被國罵,NOTABU
83131,哪個手遊是糞作之霸?我再說一次在座的各位除了姆咪學園外都是垃圾,ABU
30052,被歧視了?微笑著對他說幹你娘,ABU
96793,"你爽被查身分證關我屁事?真的是崩潰,你去國外會不會把護照隨身帶?",NOTABU
87437,"愛滋人,很理直氣壯?懶覺喇賽,好棒棒",NOTABU
16670,幹你媽的一直貼甲圖是怎樣?廢物垃圾同性戀愛滋狗都去死一死,ABU
57386,黑男如果找到批踢踢八卦宅砲?你他媽的不灑泡尿看看自己長什麼樣子,ABU
24045,宅男要怎樣逛大阪日本橋(線上等)?明明超好逛,NOTABU
69552,"健身房看女生做什麼最好看?一個舉啞鈴的動作,不太會形容,那姿勢最辣",NOTABU
19156,"有人要和我一起走,數便所有的星星?數大便,是美",NOTABU
95366,肥宅是不是都很難聊啊?真肥宅才不會去殺小交友軟體咧幹他媽的,ABU
29601,"北門現在有多少是台北人?高雄人都去台北支持柯,台北人都去高",NOTABU
89448,有沒有渡邊曜很可愛的八卦?只有曜最正常其他都是智障或邊緣人或玻璃心,ABU
22337,馬刺隊教練Popovich和安西教練誰的頭髮?是有多邊緣XDD,NOTABU
60974,小清新是指哪種團體的人類?要先有小祕密,NOTABU
70204,"刀子嘴豆腐心的極限?這年頭只能豆腐嘴,刀子心",NOTABU
34032,"請問大家當兵時做過最屌的事?搬運白油漆時不小心灑滿地,趕緊跟鄰兵,一起找樹葉",NOTABU
52124,"之前男作家出軌的案例?林清玄轉戰中國,繼續吸引信徒,過得可爽",NOTABU
21429,以前的綽號被現在朋友知道會生氣嗎??幹你娘 滾,ABU
74505,"有沒有p幣不夠買樂透的八卦?好啦,寄給你",NOTABU
46774,"量子世界的因果關係是不是也可能是相反的?很深奧,當注視者存在,機率便會塌縮",NOTABU
59260,"直屬抽到正妹?好啦,幫你QQ,趕快再找聯誼比較實在啦",NOTABU
44046,"再回首　背影已遠走　再回首　淚眼　朦朧?太老了,姜育恆",NOTABU
26863,被填滿的感覺?我最愛幫別人填滿惹,NOTABU
39907,"已婚的女同事約我去她家吃晚餐?筆和本票準備好,他前老公跳出來時立刻寫節省時間",NOTABU
50811,周湯豪是不是屌打leo王?湯豪真的厲害,NOTABU
67224,"有沒有現在電視過保沒多久就壞了?現在廠商設計產品都會測試壽命,剛過保一定要壞的喇",NOTABU
11566,"瑞豐夜市超級過譽?真的很難逛,之前還罵不得,有智障粉護航",ABU
83043,有沒有勞動專業法庭的八卦?重要嗎法院還不是藍綠資狗養的,ABU
65104,交換禮物規則?抽線啊瞬間出爐,NOTABU
89094,"如何逛開拓動漫的卦?好噁,三次元真噁心",NOTABU
39794,"台女這麼優質怎麼還會有人嫌?台女u,很適合吃洋腸呀,台男請新南向",NOTABU
14752,"戰鬥暴龍獸跟鋼鐵加魯魯誰帥?幹你媽的腦殘動畫,初代最強直接被秒殺",ABU
60688,"還有哪些電影致敬了當年的<如來神掌>?你看港漫就夠了,天子四的神掌屌到爆",NOTABU
42556,"中選會是不是才是最大戰犯?自己去做就知道多難翻名冊,找名字",NOTABU
84572,"妖精尾巴到底有沒有劇情?糞作無誤,整部都同一個套路,屁孩最愛",NOTABU
87189,"被陌生人叫出你的名字?那是我老婆,她認錯人了sorry",NOTABU
43063,結衣是短髮後變正的最佳代表嗎?廣末涼子那種空靈短髮更厲害,NOTABU
61230,製程不順可以去拜四面佛嗎?智障工程師會跟你說放乖乖,ABU
22055,碰到女生凹你會說甚麼?凹腳就好啦,NOTABU
88560,公家機關有什麼好批評的?幹你老師閉嘴,ABU
57502,"情人節一個人過的給1,我統計一下人數?目前這邊好幾萬人",NOTABU
44175,"貓咪擊掌的時候在想什麼?翻譯:鏟屎的死肥豬,別碰朕的龍體",NOTABU
85655,有沒有ALT的八卦?騙屁孩的垃圾品牌,ABU
16956,七龍珠是不是要告訴大家血統才是最重要的?是說轉生時已經拿了一堆外掛了-_-,NOTABU
38609,"是怎樣的潘仔會一直買The,Sims4,DLC?上萬塊還好吧,課長隨便課也超過",NOTABU
10769,"半夜不給抓寶可夢?這個叫做軟鎖帳,找一隻怪丟偏40次就好了",NOTABU
76048,"遠洋船員如果長痔瘡了怎麼辦?,互相舔有痔瘡的人",NOTABU
80859,"有邊釣蝦邊跨年的卦嗎?,這麼冷,蝦子不會咬喇",NOTABU
38243,什麼工作會用到甲資料?還不都因為廢物志願役連體測也能假資料廢物,ABU
33806,"有沒有交清電機贏台大物理化工的八卦?說什物理能轉任何理工,巴拉巴拉,超好超好",NOTABU
23507,"可以周休二日又不用加班又不是22K的工作?可以離,但被騙總是會",NOTABU
43235,"為何日男愛娶中女,菲女,韓女,卻不愛越女?台灣嘛跟中國合併計算",NOTABU
51622,"私立學校的正妹是不是比較多?比例上一定是阿,同時有兩樣優勢的人比來就比較少",NOTABU
95962,貼恐怖連結的在想什麼?馬的還有幾個白癡機笆人貼拉屎圖,ABU
98998,鐵血孤兒如果請鄭文華當編劇會不會變神作?鄭文華寫的出團滅的結局嗎?,NOTABU
29978,星宇航空是不是大有可為了?之前看很多人說星宇不收罷工仔/星宇不是資,NOTABU
52257,從2012穿越過來回去要先幹嘛?他媽的幻想完可以滾了嗎幹你娘,ABU
14235,"上公車如果四張悠遊卡都沒錢,只剩千元鈔?請車上的正妹幫你付錢,說等等請他吃好料的",NOTABU
15283,日本核武裝化後可以節省軍費嗎?問題是中國又沒要日本領土,NOTABU
88844,有沒有白癡與智障差異在那的八卦?投DPP跟投KMT的差別這樣懂了嗎?,ABU
65751,為什麼出賣身體是犯法?勉為其難收了,NOTABU
65193,"道教玄學影響中國人的心理的卦?時脫魯,研究至今仍然無法明白古代這些高層智慧哪來",NOTABU
37785,"認同公道自在人心,時間會證明一切,嗎?要能很堅持的人",NOTABU
86309,有沒有八卦肥宅過譽了的八卦?想正妹護士,NOTABU
74998,真新鎮683T訓練員SATOSHI聽說是渣男?真的很垃圾,ABU
70539,覺得北漂人容易回家的是不是智障?台灣到底有什麼好漂的,ABU
17351,台灣為何要推臭豆腐這種垃圾?youtuber來台灣逛夜市必吃的就是臭豆腐,ABU
43728,覺得自己是廢物怎解?那就想辦法改變,ABU
18544,有沒有畢業典禮要嘛的八卦?室搶廣播麥克風說我們畢業了,NOTABU
59111,"為什麼有人發文有簽名檔?手機PITT可以用啊,其他的不知道,沒注意過",NOTABU
10989,"為什麼只有臺北縣不跟臺北市合併?桃園不是合併好嗎,哪裡找的垃圾資料",ABU
46738,表弟是調查官感覺被比下去惹?台灣最悲哀的就是階級複製,NOTABU
65940,"有沒有陳柏霖的八卦?真的超帥,我是男的都覺得他率",NOTABU
49845,為什麼假尼哥可以一直出唱片?她不是真的尼嗎?,NOTABU
36914,年輕正妹單親媽媽越來越多的八卦?現在台男真的走向這種垃圾渣男屬性,ABU
49304,遇到無賴要怎麼辦?我用我的無賴遮掩,NOTABU
94546,"蘿莉收到高級巧克力會眼睛發亮嗎?除了菜花以外,我想不到有說的必要",NOTABU
17096,有沒有高雄今天塞車的八卦?根本沒人..只有年節塞,NOTABU
89532,被蘿莉誹謗?結果接受後坐實了變態之名,NOTABU
96169,"是不是要降低考照年齡了?早一點做人擇,把垃圾提早淘汰",ABU
59233,"叉燒跟燒肉,大家比較喜歡哪個?叉燒跟燒肉都不喜歡我肥宅嗚嗚嗚嗚嗚嗚",NOTABU
59491,"電腦風扇聲很大怎麼辦?重上散熱膏,換風扇,砍掉重練,你選一個吧",NOTABU
81923,蜜蜜如果改說ㄏㄏ會怎樣?沒差都一樣智障啦,ABU
36367,"喝牛肉湯配肉燥飯有多爽?之前台北農安街有開,現在哪裡有賣?",NOTABU
77557,端午節糯米不夠包粽子怎麼辦?買油飯來包就好了,NOTABU
55085,臭豆腐最佳解是火鍋還是油炸?油炸包龍星喔~,NOTABU
18110,陳星的真面目?你要不要乾脆說他是美國的地下總統,NOTABU
45341,"發傳單的女生為什麼跳過我?天氣變熱了,要洗澡好嗎",NOTABU
80652,新住民在台灣會受歧視嗎?台灣人只會歧視東南亞人啊歐美人94屌阿,NOTABU
44253,遊戲製作人瘋了要去哪看?去tt1069查,NOTABU
27498,"肥宅安樂死對你我都好?這樣台灣會少一半的人口,很不方便~",NOTABU
37104,吉娃娃=垃圾狗!誰認同?誰反對?超討厭這種吵死人的,ABU
72183,發現自己是垃圾要丟不可燃還是可燃垃圾?可燃超可燃的肥宅垃圾,ABU
95765,"汽車騎樓違停用紙遮車牌?去回程,一天打2通110讓警察去勸導",NOTABU
17476,該換的不是計程車而是駕駛吧?小黃就是一堆人渣,ABU
88873,爆漫王算不算神作?沒什麼人看吧,NOTABU
48034,哪牌的鞋子穿起來不會臭?換雙腳應該能改善,NOTABU
99740,"有沒有台元科技園區的八卦?去過不過周邊,有點落時",NOTABU
96006,有沒有救世艦艦長劉樂妍的八卦?台女艦艦長,NOTABU
90707,"妙禪師父做app要嘛?透過app使手機發出特定音頻,影響人類的腦神",NOTABU
45134,香菜都誰在吃的?過分!?香菜幹你娘噁噁噁嘔嘔嘔嘔嘔嘔幹幹,ABU
15884,檢舉獎金制度?不高興可以移民呀,NOTABU
72061,農夫要怎麼把菜賣出去的卦?會有饅頭人來載,NOTABU
13115,有體育服飾店很好賺的掛嗎?我們這最近收了一間,NOTABU
47719,聖誕節沒被約的台女會幹嘛?垃圾被笑活該,ABU
19619,儲蓄險是不是垃圾啊?利率低到笑,ABU
57717,有沒有三屆奧運銀牌的八卦?王皓是太有教練愛不然早被下放了,NOTABU
60783,"有沒有老人該怎麼排解無聊?%%%,我是認真的",NOTABU
38888,有沒有吃飯時間很多食物文的卦?很多一個人住的人不知道要吃什麼上來求靈感,NOTABU
37197,老生常談中哪句話是唬爛界的霸主?吃虧就是佔便宜幹不知道哪個白癡想出來的,ABU
17331,"記者?記者:你不要這樣好嗎,知道意思就好,格局大一點",NOTABU
67290,北部音乃木坂轉學到南部浦之星是什麼感覺?醒醒好嗎?梨子跟我說她很害怕,NOTABU
59661,誤入歧途的和尚可以稱為妖尼哥嗎?妖僧啦智障,ABU
39682,"要陳之漢真心認錯有多難?死不認錯,台灣政客必備技能",NOTABU
28911,"搭國內線帶護照檢查的八卦?護照等同身分證件,很久沒坐國內飛機厚",NOTABU
73248,pm2.5高到連測站都不行了?所以我說吧!學問要實事求是.這樣只能當魯蛇,NOTABU
80699,所以柯粉的議員票要投誰?現在看來台灣阿童屌打這堆垃圾,ABU
69281,"有沒有去陌生人家喝酒喝到掛的八卦?女人精的咧,算計很拿手所以肥宅家都沒人去過",NOTABU
18590,"電吉他彈poker,face跟土耳其進行曲哪個?背景音樂都比他彈的好聽",NOTABU
30867,"罵女生可以罵破麻,那罵男生要罵什麼?渣男、賤男、無能、撿角",ABU
14928,寧夏夜市跟景美夜市哪個比較強?先逛景美夜市再去政大晃一晃看妹感覺不賴啦,NOTABU
71952,為甚麼老一輩喜歡跟團不喜歡自由行阿?之前認識一個高職畢業去念什麼科大私立技職生,NOTABU
91467,樂透一期五組號還是五期一組號容易中?沒買過嗚嗚嗚,NOTABU
79853,"從Mary到Sunny和Ivory?好喔,窩4你女友喔",NOTABU
56389,打出email會自動隱藏?簽名檔真的超好笑哈哈哈,NOTABU
55467,低能兒跟喜憨兒有一樣嗎?都是學店仔,ABU
42509,"老人嫌東西爛又不敢改變?中華已經是最好的,你要換哪一家垃圾",ABU
61516,有沒有肥宅跟正妹在一起過?沒有啦幹你娘,ABU
13598,肥宅租車當日還會被笑嗎?格上租車閣下智障,ABU
98777,貢丸跟黑輪最多可以冷凍多久?靠!做一攤可以吃4年!真屌,NOTABU
21442,"阿呆和阿瓜?慘,沒人理你…",NOTABU
43698,"Eovaldi,現在在想什麼?CP25根本種豬,只有咻功能",NOTABU
63991,人中之龍6根本就是被酸民害的?地方的機器人需要合體,NOTABU
43232,"人最多可以學多少種語言?全世界語言幾千種,最好學得起來",NOTABU
18449,我想當個好人?超級警察跟超級市場一樣隨處可見,NOTABU
32322,"為什麼的沒有獵殺肥仔活動?已報警,霸凌就算了還打算殺人",NOTABU
38821,肥宅可以參加路跑嗎?花錢請人幫你跑不就好了.,NOTABU
15110,"14~18跟20~24的女生有蛇摸差別?小屁孩一枚,沒什麼好追求的",NOTABU
32721,"坐在一群外國人中間要做什麼?聊天啊,然後合照,最後上FB炫耀一下",NOTABU
43201,"會去百貨公司吹冷氣不消費是不是老了?恭喜你,你真的是台灣人",NOTABU
46303,有沒有人總是喜歡回味音樂?想回到過去,NOTABU
11805,"在吃到飽餐廳怎麼算用餐時數呢?(づ′・ω・）づ,想到那些賣很貴ㄉ一直趕人好討厭",NOTABU
93868,姆咪跟魯魯米是不是有血緣關係?智障姆咪滾喇,ABU
94456,有沒有西街少年的卦?一堆智障菜逼八!,ABU
75451,"為什麼打甲甲會讓人很崩潰?真的,當鹹魚王多樂活啊",NOTABU
11390,"為什麼不把電子流和電流改正?我國中開始就有這種疑問,到大學電路學老師也打不出",NOTABU
48247,有沒有女生可以男生不生可以的八卦?連話都說不好先回去重讀幼稚園吧,NOTABU
53689,"長輩戒菸了,剩下約十條的煙怎處理?現實考量賣人,不希望人抽煙就丟了,記得不要",NOTABU
58225,現在是不是只有資深學長才能發文?學長給我錢,NOTABU
57378,"為何甲跟毒相關性這麼高?無法理解+1,可怕又讓人恐懼的族群",NOTABU
85730,鄉民還能夠當作榮耀的稱呼嗎!?鄉民本來就是垃圾,ABU
54230,該給老婆幾成家用才不算渣男?你應該直接把錢給老婆管這才是好男人,ABU
10719,"陽明醫學院VS.國防醫學院?竟然會問這種問題,建議國防直接簽下去",NOTABU
83344,"肥宅可以捕獲葵司的心嗎?我是不敢喝尿啦,就讓給尿潤好了",NOTABU
26431,"去了一個奇怪的國家,好不適應怎麼辦?去了一個垃圾國家當然就是垃圾場的樣子",ABU
49621,正義跟善良又回來了?誰叫只會喊口號的康樂股長跑去選班長,NOTABU
41380,"有沒有大富翁比monopoly房子便宜的卦?這好像之前報過,大富翁教會大家投資房產可以致富",NOTABU
10097,有沒有陽明山花季該如何上山的卦?說真的機車太老爺的最好別騎上去免得折壽,NOTABU
70930,室友沒人在逛ptt?那張圖是三小,NOTABU
14804,有沒有圖王消失就是爽的八卦?圖王是真的被抓了?怕.jpg,NOTABU
56527,"為啥一定要燒香燒金紙?紙錢我記得在中國,有的是剪成錢幣,用灑的",NOTABU
19240,"有沒有納豆的八卦?以前大家喜歡吃甜甜圈,大人為了騙小孩吃噁心東西",NOTABU
39010,"韓國人早餐吃泡菜嗎?去韓國當觀光客的時候,飯店早餐都有泡菜",NOTABU
78488,桃園哪個智障凌晨1:00放煙火啦?現在石碇山上有人大爆放幹,ABU
33553,"窮魯的隱藏消暑勝地?在家裡吹冷氣最耗錢,到星巴克點杯咖啡才划算",NOTABU
77150,"警車違停機車格買永和豆漿,網酸「又是在執勤公務吧」?哪個死刁民11點半出去買午餐的,我見一個揍一個",NOTABU
69522,"有人用網路銀行玩外匯當沖的嗎?不就FX日本很流行,台灣好像比較少",NOTABU
38364,"跟女生打球?打球時心不在焉,女生彎腰時聚精會神",NOTABU
72567,"東吳,西輔,南世,北淡,中文化,誰才是學店王?到國立真遠……",NOTABU
94417,選舉旗幟放在深山中?到200人,NOTABU
44785,臺灣其實很棒的證明有哪些?台灣女孩真的很棒,NOTABU
86336,"欸,人手一杯飲料是怎樣啊?這篇文看得好痛苦",NOTABU
94268,待轉到底是啥規定?機車就是該死懂嗎?就他媽的歧視機車族不能嗎?,ABU
44632,為什麼還沒有國小版D卡?我以後一定不給女兒用智慧型手機,NOTABU
28947,玖壹壹樂團MV問題點?操你x的g8淦垃圾宗教宗教治國我操,ABU
60119,肥宅拜慈孤觀音會給女友嗎?肥宅觀落音比較快,NOTABU
91211,辦卡每天去好市多吃喝在退貨划算嗎?人不要臉天下無敵能做到這程度,ABU
79667,機車遠光燈??現在一堆四輪也是幹你娘上路都在博生命,ABU
34502,為什麼不灌輸肛人很噁心的卦?垃圾噁甲會高喊歧視,ABU
33777,"到底西冷牛排是什麼牛排?台灣Costco把牛小排吵的很高級,愈來愈",NOTABU
45205,西方戰神拿破崙跟東方戰神鐵木真誰強?那時不算有俄國是像西歐早期一樣分好幾個公國,NOTABU
76021,"Samsung,Pay好用嗎?很抱歉,台灣的店家只支援apple,pay",NOTABU
98245,"交女友有什麼好?證明有人類願意要你,垃圾才沒人要",ABU
74455,小丑女的身材為什麼這麼火辣?我覺得你拿去吃魚喝茶比較快,NOTABU
42347,"里長會比郵差辛苦嗎?人幫他聯絡寫要處事的事,需要跑腿是里長..",NOTABU
66941,"肥宅想讓自己有好空氣吸該買什麼?有一種是穿戴式的空氣清淨機,你可以試試看",NOTABU
55450,低能卡如何屌打ptt的卦?ptt就是過氣進行式,ABU
34364,亂丟塑膠袋可惡還是死豬?蓋蓋蓋蓋蓋,NOTABU
73425,"有沒有爸爸很俗的八卦?你爸那邊還來的及,叫他all,in身家買大立",NOTABU
47728,考上警專該放炮嗎?考上警專這種智障跟窮人去考的爛學校也要慶祝,ABU
54535,給豆導當北韓領導人會怎樣?會讓美國人上北韓戰艦採訪,NOTABU
28801,有沒有入伍前一週該做些什麼的八卦?放空學習在裡面當智障的感覺,ABU
35888,回鄉下是什麼感覺?出泰山收費站就可以感受到了,NOTABU
39706,台灣同志婚禮聖地在哪兒??幹你娘沒搶到,ABU
36737,台灣行人要讓車子?影片裡可以告那台車子肇事逃逸,NOTABU
39683,臺北如果不是首都還剩下什摸?老不死的垃圾天龍人,ABU
56504,"CSGO如果是大老鷹可以橫著走路?沒人在看官方階級的,打到Rank,S再來橫著走",NOTABU
42148,"廢除日文當初影響有多大?學了一點日文回去跟爺奶說話,他們只回我台語",NOTABU
